training_id,employee_id,course_name,category,start_date,end_date,duration_days,completion_status,score,cost_lkr,trainer,department,year
TRN443130,EMP006199,HR Compliance,Compliance,04-15-2021,30/04/2021,15,,57,23772.07,Online,Eng,2021
TRN232666,EMP011104,Cybersecurity Awareness,N/A,21 Dec 2020,2020-12-29,8,In Progress,55,,,Engineering,2020
TRN781583,EMP008197,Emotional Intelligence,Leadership,2023/01/27,2023-02-08,12,In Progress,75,122880.73,Internal,H.R.,2023
TRN824128,EMP017272,Design Thinking,Leadership,08/07/2023,2023/07/12,4,In Progress,72,119100.11,online,Mktg,2023
TRN771408,EMP016959,Leadership Fundamentals,Soft Skills,"January 29, 2020",02-09-2020,11,in progress,51,120264.66,Internal,Enginering,2020
TRN646486,EMP013558,Emotional Intelligence,N/A,"September 04, 2022","September 11, 2022",7,Incomplete,61,142324.19,Online,Cust Support,
TRN162406,EMP017181,Negotiation Skills,TECHNICAL,2022-06-22,04/07/2022,12,in progress,67,86835.8,internal,engineering,2022
TRN899735,EMP006908,emotional intelligence,Soft Skills,06-04-2024,10/06/2024,6,in progress,78,20149.3,External,MARKETING,2024
TRN662220,EMP009551,SQL Essentials,Soft Skills,"January 28, 2021",01-29-2021,1,in progress,,140481.43,Internal,Legal,2021
TRN358225,EMP930901,Cybersecurity Awareness,N/A,21 Oct 2021,"November 01, 2021",11,completed,64,12742.46,External,human resources,2021
TRN194357,EMP003479,Six Sigma Green Belt,Compliance,16 Dec 2023,12-24-2023,8,Dropped,47,80961.09,External,legal,2023
TRN142409,EMP019453,Communication Skills,Technical,"December 26, 2021",06 Jan 2022,11,Dropped,54,79718.04,External,RnD,2021
TRN293690,EMP002750,Communication Skills,technical,09/02/2022,"February 12, 2022",3,Dropped,58,63209.89,Online,IT,2022
TRN465547,EMP006054,Cloud Computing Basics,TECHNICAL,2021-01-20,01-22-2021,2,Completed,96,51663.87,,Research and Development,2021
TRN589994,EMP019603,Customer Handling,Compliance,02-20-2023,2023-03-04,12,Incomplete,84,,Internal,it,2023
TRN591352,EMP000683,Risk Management,soft skills,10/01/2020,2020/01/13,3,in progress,86,89901.81,internal,r&d,2020
TRN985679,EMP014385,Strategic Planning,technical,19 Mar 2024,26/03/2024,7,Incomplete,54,26777.35,Online,Humaan Resources,2024
TRN570927,EMP009354,Leadership Fundamentals,technical,27 Jan 2021,02-10-2021,14,,88,110853.72,Online,MARKETING,2021
TRN882123,EMP018619,HR Compliance,TECHNICAL,2020-01-14,21 Jan 2020,7,,,,External,Engineerng,2020
TRN374269,EMP010914,Negotiation Skills,Leadership,2020/10/04,"October 19, 2020",15,completed,76,99217.37,EXTERNAL,CS,2020
TRN885485,EMP003003,Negotiation Skills,Leadership,12 Mar 2021,"March 27, 2021",15,COMPLETED,40,34227.33,internal,Customer service,2021
TRN690500,EMP013431,Agile & Scrum,,01 Mar 2024,05 Mar 2024,4 days,Dropped,95,119560.66,internal,Sale,2024
TRN354516,EMP007797,Time Management,N/A,01 Aug 2022,04/08/2022,3,COMPLETED,67,,External,LEGAL,2022
TRN213284,EMP003010,Cloud Computing Basics,Soft Skills,"January 07, 2021","January 11, 2021",4,completed,68,45375.31,External,admin,2021
TRN322220,EMP009897,Presentation Skills,,2022-04-20,"April 22, 2022",2,,50,67339.65,EXTERNAL,r&d,2022
TRN165892,EMP003764,Financial Acumen,,02-14-2022,28/02/2022,14,Completed,50,83704.19,Online,SALES,
TRN118561,EMP003992,Agile & Scrum,technical,"November 04, 2021",05 Nov 2021,1,in progress,69,100833.38,internal,customer support,2021
TRN583400,EMP015777,Data Analysis,technical,09/04/2021,17/04/2021,8,,44,146163.01,internal,Human Resource,2021
TRN789659,EMP014788,Negotiation Skills,technical,01/07/2023,12/07/2023,11 days,In Progress,72,47353.12,,Marketing,2023
TRN971670,EMP978596,Presentation Skills,Technical,07 Dec 2022,12-11-2022,4,,50,83921.79,internal,Research & Dev,
TRN777806,EMP019491,Cybersecurity Awareness,Leadership,2021-12-14,"December 22, 2021",8,,46,48474.96,internal,marketing,2021
TRN471023,EMP015930,Python for Analytics,Leadership,30/07/2023,11 Aug 2023,12,Completed,56,105053.77,External,R&D,2023
TRN697001,EMP013267,SQL Essentials,Technical,2024-06-07,22/06/2024,15,Completed,,59690.23,Internal,Administration,2024
TRN432551,EMP009444,Strategic Planning,N/A,28 Nov 2023,12-09-2023,11,In Progress,73,38220.26,EXTERNAL,RnD,2023
TRN149947,EMP001239,leadership fundamentals,TECHNICAL,2021/06/11,2021-06-17,6,,66,82043.09,Internal,ENGINEERING,
TRN537044,EMP006406,Communication Skills,TECHNICAL,2021/04/14,2021/04/18,4 days,in progress,49,,External,Ops,2021
TRN371307,EMP001374,Time Management,Technical,05 Mar 2024,2024-03-06,1,COMPLETED,52,66074.61,internal,Research & Dev,2024
TRN904597,EMP004552,Communication Skills,soft skills,"November 08, 2022",2022/11/12,4,In Progress,40,119184.56,internal,Sale,2022
TRN934063,EMP009896,Data Analysis,Technical,13 Dec 2022,"December 23, 2022",10,In Progress,,49038.0,EXTERNAL,Legel,2022
TRN314206,EMP012628,Power BI Basics,Soft Skills,"May 12, 2023",2023/05/23,11,Completed,62,23730.86,Internal,ADMIN,2023
TRN578493,EMP012341,six sigma green belt,,2023/05/29,2023-05-30,1,in progress,54,143397.0,External,Eng,2023
TRN135281,EMP002599,Conflict Resolution,Compliance,2021-05-25,05/06/2021,11,Dropped,87,,EXTERNAL,Ops,2021
TRN551489,EMP000899,Risk Management,soft skills,09-03-2023,2023-09-14,11,,51,23985.88,EXTERNAL,Admin,2023
TRN960440,EMP007157,Communication Skills,technical,19/04/2021,20/04/2021,1,Completed,76,,External,Administraton,2021
TRN351743,EMP015111,Six Sigma Green Belt,TECHNICAL,07/09/2021,"September 11, 2021",4,In Progress,54,90855.76,EXTERNAL,Procurment,2021
TRN164200,EMP007586,agile & scrum,N/A,10/10/2021,2021-10-19,9 days,Dropped,56,58174.74,Online,Research and Development,2021
TRN533737,EMP989467,SQL Essentials,Soft Skills,2020/05/31,2020/06/01,1,Incomplete,67,27424.87,External,Research and Development,2020
TRN962481,EMP002042,Data Analysis,TECHNICAL,09 Aug 2022,2022/08/10,1,COMPLETED,98,,Internal,LEGAL,2022
TRN482232,EMP001819,Strategic Planning,,"May 03, 2020",04/05/2020,1,In Progress,40,5364.36,External,Admin,2020
TRN766512,EMP014561,hr compliance,N/A,05-06-2020,15/05/2020,9,Dropped,42,,External,Slaes,2020
TRN490747,EMP013550,Design Thinking,Compliance,26/10/2023,"November 04, 2023",9 days,Dropped,40,54236.73,Online,it,2023
TRN166817,EMP013612,Communication Skills,technical,10-02-2022,10-10-2022,8,Incomplete,43,124520.68,,Engineering,2022
TRN807947,EMP005082,Strategic Planning,Technical,"December 17, 2023","December 21, 2023",4 days,COMPLETED,66,,EXTERNAL,R&D,2023
TRN939508,EMP914398,Risk Management,soft skills,18 Oct 2023,2023-10-28,10,Dropped,80,84653.5,internal,Administraton,2023
TRN920020,EMP017993,Cybersecurity Awareness,Leadership,08 Jan 2021,18 Jan 2021,10,,81,101387.94,internal,Law,2021
TRN749036,EMP015014,Negotiation Skills,N/A,2023-03-24,,14,completed,86,11662.65,EXTERNAL,admin,2023
TRN445516,EMP000382,Conflict Resolution,,06-22-2020,2020-06-26,4,COMPLETED,73,46699.21,Internal,finance,2020
TRN811762,EMP014840,HR Compliance,Technical,2023/04/23,28/04/2023,5,COMPLETED,65,130016.5,,Customer service,2023
TRN446562,EMP015077,Conflict Resolution,N/A,2022/11/16,2022/11/22,6,in progress,93,115704.41,External,Operatons,2022
TRN325855,EMP006199,Customer Handling,,2021-01-24,2021/02/02,9,Completed,42,,Internal,Info Tech,2021
TRN324534,EMP005646,Advanced Excel,TECHNICAL,01 Jan 2021,16 Jan 2021,15,,68,,internal,Admin,2021
TRN966817,EMP017306,Conflict Resolution,N/A,"May 21, 2021",,13,,46,18746.49,Online,procurement,2021
TRN406505,EMP011612,Data Analysis,N/A,2022-05-12,2022-05-23,11,in progress,50,117086.44,internal,Administration,2022
TRN430690,EMP003772,Project Management,N/A,09/02/2024,2024-02-22,13,In Progress,73,33743.67,EXTERNAL,Slaes,
TRN275317,EMP015695,Time Management,Compliance,2021-07-14,2021-07-18,4,Completed,41,67482.44,External,IT,2021
TRN369839,EMP001893,Design Thinking,N/A,2021-09-05,2021/09/13,8,in progress,54,70553.33,online,CS,2021
TRN456000,EMP000905,Emotional Intelligence,soft skills,"April 11, 2020",,12,in progress,88,131038.74,online,Procurement,2020
TRN401512,EMP000277,Negotiation Skills,technical,12/04/2020,"April 17, 2020",5 days,,81,129225.23,Internal,marketing,2020
TRN721129,EMP011997,Risk Management,TECHNICAL,"November 08, 2023",20 Nov 2023,12 days,In Progress,66,94842.87,internal,marketing,2023
TRN382559,EMP009600,Communication Skills,,21 Jul 2024,2024/08/03,13,Incomplete,62,48242.93,External,Administraton,2024
TRN105590,EMP013332,Risk Management,Soft Skills,"August 12, 2021",17 Aug 2021,5,Completed,62,112059.5,External,Research & Dev,2021
TRN401967,EMP019799,Data Analysis,Soft Skills,15/01/2021,17/01/2021,2,in progress,98,68652.83,online,H.R.,2021
TRN479459,EMP010930,Python for Analytics,Soft Skills,"November 06, 2021",20 Nov 2021,14 days,In Progress,96,133936.64,Online,ADMIN,2021
TRN560052,EMP001164,Communication Skills,Technical,"November 08, 2022","November 09, 2022",1,Incomplete,42,91464.15,Internal,I.T.,2022
TRN129334,EMP012589,Negotiation Skills,Compliance,"January 28, 2020",11 Feb 2020,14,Dropped,44,77825.97,,Sale,2020
TRN953326,EMP004040,Time Management,technical,2020/11/15,2020/11/21,6,completed,61,54032.47,online,operations,2020
TRN731968,EMP985186,hr compliance,N/A,"August 14, 2022","August 17, 2022",3,COMPLETED,75,84998.03,External,Law,2022
TRN638641,EMP017738,Emotional Intelligence,soft skills,27 Oct 2023,2023/10/31,4,Incomplete,68,34349.95,Online,Legel,2023
TRN397433,EMP014765,Strategic Planning,Soft Skills,09-07-2022,2022-09-15,8,COMPLETED,63,,online,marketing,2022
TRN632642,EMP001873,SQL Essentials,Compliance,21 Mar 2020,"April 01, 2020",11,Completed,74,,,Cust Support,2020
TRN665171,EMP019263,Time Management,,2022-10-04,17/10/2022,13,Incomplete,68,114410.89,,ENGINEERING,2022
TRN697322,EMP005367,Cybersecurity Awareness,technical,16 Feb 2020,28 Feb 2020,12,Dropped,94,64755.91,External,ENGINEERING,2020
TRN609917,EMP010837,Emotional Intelligence,N/A,08 Mar 2021,"March 10, 2021",2,Dropped,92,25192.8,Online,procurement,2021
TRN270379,EMP012434,Python for Analytics,technical,25/12/2020,12-30-2020,5,Incomplete,58,24588.42,EXTERNAL,Procurment,2020
TRN211164,EMP003794,Risk Management,Technical,09/12/2022,13/12/2022,4,in progress,,101391.16,online,Info Tech,2022
TRN181137,EMP919520,Agile & Scrum,TECHNICAL,2021-12-16,,10,Completed,84,105592.0,EXTERNAL,Human Resource,2021
TRN875557,EMP948726,sql essentials,TECHNICAL,01 Sep 2023,"September 14, 2023",13,In Progress,57,6763.44,,marketing,2023
TRN216461,EMP003485,Financial Acumen,,12-28-2023,2024/01/10,13,COMPLETED,65,79128.13,internal,Customer service,2023
TRN553224,EMP002774,Communication Skills,Leadership,05/06/2022,2022/06/07,2,,91,115997.37,,LEGAL,2022
TRN661666,EMP966972,Customer Handling,Leadership,31 Jul 2024,2024/08/14,14,completed,55,17761.35,EXTERNAL,R&D,2024
TRN884300,EMP017793,Presentation Skills,technical,04/02/2022,"February 05, 2022",1,Incomplete,47,90427.49,internal,Legel,2022
TRN255286,EMP004809,Communication Skills,Leadership,29/05/2020,04/06/2020,6,COMPLETED,95,114892.66,,Sales,2020
TRN164459,EMP003352,Digital Transformation,N/A,04-03-2021,2021-04-07,4,in progress,52,82580.18,Internal,admin,2021
TRN783162,EMP011570,Leadership Fundamentals,technical,01-11-2021,2021/01/25,14 days,Dropped,,94413.63,internal,Administraton,2021
TRN128859,EMP001800,Project Management,TECHNICAL,2024/04/20,26/04/2024,6,completed,50,113662.54,,Engineering,
TRN831455,EMP008563,hr compliance,Soft Skills,2023/08/27,09-10-2023,14,Incomplete,65,83340.33,online,procurement,2023
TRN967628,EMP014044,Six Sigma Green Belt,Soft Skills,04-25-2022,30/04/2022,5,in progress,47,14805.31,External,I.T.,2022
TRN203834,EMP002838,Leadership Fundamentals,soft skills,"February 07, 2024",02-17-2024,10,in progress,95,54493.68,Online,Eng,2024
TRN257992,EMP976543,Cybersecurity Awareness,technical,04/12/2023,2023/12/06,2,,41,83782.39,internal,ENGINEERING,2023
TRN903746,EMP014663,Advanced Excel,technical,2021/01/10,18 Jan 2021,8,Dropped,59,,External,I.T.,2021
TRN165563,EMP015374,Emotional Intelligence,Technical,09 Oct 2023,,3,Completed,62,149159.52,online,Sales,2023
TRN642938,EMP000041,Design Thinking,soft skills,05-22-2022,24 May 2022,2,,68,106412.06,internal,HR,2022
TRN593945,EMP012836,Leadership Fundamentals,TECHNICAL,2021/01/17,,10,completed,50,8373.16,External,legal,2021
TRN484408,EMP003884,Negotiation Skills,technical,25/06/2024,04 Jul 2024,9,Dropped,41,23780.62,online,engineering,2024
TRN434519,EMP019460,Customer Handling,technical,2022/03/25,2022/04/03,9 days,COMPLETED,85,145362.49,External,Cust Support,2022
TRN156184,EMP007708,HR Compliance,Soft Skills,22 Dec 2021,"January 05, 2022",14,,,61375.18,Online,Information Technology,2021
TRN781430,EMP017441,SQL Essentials,Compliance,11/11/2022,2022/11/18,7 days,in progress,54,23764.21,Internal,MARKETING,2022
TRN516648,EMP018710,Power BI Basics,Soft Skills,2022/01/12,01-27-2022,15,completed,40,90811.28,online,Procurment,2022
TRN974785,EMP004798,Project Management,Leadership,"November 05, 2022",2022-11-07,2,Incomplete,47,,internal,Procurement,2022
TRN848118,EMP005332,Communication Skills,Soft Skills,2023-03-15,2023/03/23,8,Dropped,54,55971.03,Internal,customer support,2023
TRN120032,EMP008724,Emotional Intelligence,Compliance,06 Nov 2022,"November 11, 2022",5,Incomplete,83,70372.34,,RnD,2022
TRN552911,EMP010797,Cybersecurity Awareness,soft skills,29/03/2023,,11,,76,139690.17,,Administraton,2023
TRN375739,EMP019647,Data Analysis,technical,"April 13, 2021",04-19-2021,6,completed,48,147163.38,,Enginering,2021
TRN940801,EMP005646,communication skills,Leadership,05-16-2021,2021-05-28,12,In Progress,74,24314.9,,engineering,2021
TRN605173,EMP018356,Design Thinking,,2023-12-10,16/12/2023,6,Incomplete,68,128964.94,Internal,HR,2023
TRN131708,EMP011398,Customer Handling,Technical,2020-09-03,09-07-2020,4,Incomplete,87,128397.18,EXTERNAL,Customer service,2020
TRN268445,EMP002470,six sigma green belt,N/A,07-09-2023,14 Jul 2023,5 days,in progress,71,75566.0,Internal,Legal,2023
TRN213230,EMP016343,Advanced Excel,Leadership,"January 11, 2022",01-22-2022,11,Incomplete,88,53879.57,EXTERNAL,Ops,2022
TRN281489,EMP007266,Communication Skills,,18 Nov 2021,22 Nov 2021,4,In Progress,91,80643.48,Online,Legal,2021
TRN708307,EMP001400,Conflict Resolution,Soft Skills,2021/05/20,,5,in progress,54,49717.0,EXTERNAL,CS,2021
TRN596710,EMP902778,Data Analysis,soft skills,"April 24, 2021","April 28, 2021",4,Incomplete,85,140682.08,Internal,Mktg,2021
TRN675889,EMP016800,Cybersecurity Awareness,technical,11/12/2023,2023/12/20,9,,45,119893.72,External,Engineerng,2023
TRN713986,EMP010278,power bi basics,,01 Oct 2022,02/10/2022,1,Dropped,90,146167.61,Internal,Operatons,2022
TRN902765,EMP010945,Agile & Scrum,technical,2023-10-21,2023-10-24,3,In Progress,74,119032.99,,Customer Support,2023
TRN714694,EMP007139,Agile & Scrum,Compliance,30 Nov 2022,2022-12-03,3,completed,,77190.92,External,MARKETING,2022
TRN671902,EMP008163,Financial Acumen,,17/04/2024,29/04/2024,12,,48,40295.64,EXTERNAL,Mktg,2024
TRN610717,EMP005953,Time Management,TECHNICAL,2022-01-13,2022-01-15,2,Dropped,,79837.7,Online,sales,
TRN829806,EMP017811,Presentation Skills,TECHNICAL,03-11-2022,2022/03/23,12,Completed,65,,External,Marketing,2022
TRN926035,EMP015132,Financial Acumen,Leadership,11 Aug 2023,"August 24, 2023",13,Completed,,23806.36,EXTERNAL,R&D,2023
TRN461015,EMP013294,advanced excel,TECHNICAL,29/01/2022,10 Feb 2022,12,in progress,65,119687.09,online,RnD,2022
TRN174139,EMP015617,Project Management,N/A,2023/01/18,"January 28, 2023",10,Incomplete,43,136390.51,Internal,Admin,2023
TRN172058,EMP009389,project management,TECHNICAL,05-02-2024,"May 07, 2024",5,Dropped,50,14650.5,External,Customer Support,2024
TRN604079,EMP019703,project management,Soft Skills,"April 19, 2021",02 May 2021,13,completed,87,102944.12,External,Humaan Resources,2021
TRN998254,EMP005069,Power BI Basics,Soft Skills,09 Mar 2020,2020-03-10,1,In Progress,69,115650.73,External,ADMIN,2020
TRN893915,EMP005136,Negotiation Skills,Compliance,04-23-2023,2023/04/28,5,Dropped,64,105884.91,External,engineering,2023
TRN260715,EMP003641,Agile & Scrum,Technical,06 Sep 2021,09-19-2021,13,,67,114981.05,internal,Mktg,2021
TRN479456,EMP006062,Time Management,,28/11/2023,"December 10, 2023",12,,58,70729.96,,Admin,2023
TRN607027,EMP003098,Presentation Skills,TECHNICAL,24/06/2020,28/06/2020,4,Incomplete,49,54332.03,EXTERNAL,Operations,2020
TRN566045,EMP010286,Cloud Computing Basics,Soft Skills,20 Jul 2023,"July 21, 2023",1,COMPLETED,,137276.16,External,Slaes,2023
TRN566241,EMP017937,Leadership Fundamentals,,29 Jun 2023,,11,,84,73686.81,,admin,2023
TRN397553,EMP013018,Design Thinking,Soft Skills,14 Jul 2023,17 Jul 2023,3,Dropped,,145575.17,Internal,Operations,2023
TRN341768,EMP017894,Presentation Skills,Soft Skills,2022/01/26,07 Feb 2022,12,completed,49,,internal,admin,2022
TRN609912,EMP004887,Financial Acumen,soft skills,"April 22, 2021",28 Apr 2021,6,Incomplete,84,85377.78,Internal,IT,2021
TRN359145,EMP008164,Emotional Intelligence,TECHNICAL,09-11-2022,21 Sep 2022,10,in progress,97,30294.46,online,MARKETING,2022
TRN117547,EMP000097,Power BI Basics,,09-09-2020,"September 21, 2020",12,In Progress,68,140641.5,Online,Fiance,2020
TRN162225,EMP004800,Negotiation Skills,N/A,08/10/2023,"October 22, 2023",14,Completed,,149752.81,EXTERNAL,Legel,2023
TRN473444,EMP002195,Strategic Planning,,05-07-2021,08 May 2021,1,COMPLETED,56,,Internal,Law,2021
TRN807583,EMP012759,Customer Handling,N/A,02 Feb 2020,2020-02-09,7,COMPLETED,87,149340.28,,operations,2020
TRN548305,EMP000104,Strategic Planning,TECHNICAL,2020/05/18,05-24-2020,6,in progress,87,112697.19,,Administraton,2020
TRN578309,EMP013738,Six Sigma Green Belt,TECHNICAL,16/05/2022,2022-05-21,5 days,Incomplete,54,81823.54,online,Engineerng,2022
TRN490302,EMP005968,Emotional Intelligence,soft skills,09/07/2024,"July 22, 2024",13,Incomplete,58,104413.69,External,r&d,2024
TRN476886,EMP017002,Time Management,technical,02-07-2020,"February 17, 2020",10,In Progress,48,106978.25,External,sales,2020
TRN659980,EMP003796,Time Management,N/A,2024-07-26,08/08/2024,13,,85,27391.89,,Research & Dev,2024
TRN681867,EMP003687,Communication Skills,,08-01-2022,2022-08-02,1,Completed,50,114436.13,online,Procurment,2022
TRN683170,EMP009019,Python for Analytics,Technical,"July 19, 2020",24 Jul 2020,5,completed,50,17899.81,,Human Resource,2020
TRN475573,EMP001181,Cloud Computing Basics,Compliance,2022-05-06,,2,,81,47096.73,online,customer support,2022
TRN839962,EMP009607,Presentation Skills,TECHNICAL,02-03-2022,17/02/2022,14,,48,108926.5,Internal,Cust Support,2022
TRN813350,EMP008078,Data Analysis,soft skills,2022-03-10,2022/03/23,13,in progress,69,90806.03,internal,finance,2022
TRN423621,EMP016287,Python for Analytics,soft skills,26 Apr 2024,"April 30, 2024",4,Incomplete,55,47985.44,Internal,Finance,2024
TRN681107,EMP005674,Project Management,TECHNICAL,09-04-2021,"September 07, 2021",3,completed,91,85185.93,Internal,Procurement,2021
TRN884925,EMP001464,Power BI Basics,N/A,2023-02-14,,1,in progress,68,149356.43,online,finance,2023
TRN439609,EMP011401,Time Management,technical,19 Nov 2022,2022-11-27,8,In Progress,70,85387.76,online,H.R.,2022
TRN345182,EMP000973,Project Management,Leadership,12/10/2022,10-19-2022,7,in progress,96,92529.38,online,admin,2022
TRN916670,EMP005230,Power BI Basics,,03-04-2022,2022-03-19,15 days,Completed,67,124603.16,internal,Proc,2022
TRN732749,EMP013845,Communication Skills,soft skills,2021-05-09,2021-05-16,7,Completed,,45524.29,Online,R&D,2021
TRN813873,EMP000930,Cybersecurity Awareness,N/A,25 Jun 2024,07-06-2024,11,in progress,100,97984.11,EXTERNAL,PROCUREMENT,2024
TRN458997,EMP948776,Digital Transformation,Technical,"October 25, 2022","October 28, 2022",3,Incomplete,67,148583.22,Internal,Administraton,2022
TRN185074,EMP018887,Risk Management,Soft Skills,2021-07-04,15 Jul 2021,11,In Progress,57,47076.49,Online,RnD,2021
TRN694647,EMP016798,Cloud Computing Basics,Leadership,2022-07-11,2022-07-24,13,Dropped,44,33703.65,EXTERNAL,I.T.,2022
TRN302285,EMP012894,Project Management,N/A,06 Jun 2024,"June 13, 2024",7,in progress,88,10841.07,EXTERNAL,Human Resources,2024
TRN160021,EMP011322,Agile & Scrum,Compliance,"February 13, 2024",02-16-2024,3,,45,67316.79,online,Marketting,2024
TRN948274,EMP018023,Project Management,soft skills,2021-04-14,2021-04-29,15,in progress,92,81754.11,Online,Enginering,2021
TRN136054,EMP001532,Six Sigma Green Belt,Leadership,22/03/2020,"March 26, 2020",4,completed,52,76791.2,Internal,FINANCE,2020
TRN456666,EMP008565,Design Thinking,Soft Skills,2022/04/20,04-30-2022,10 days,Incomplete,100,84896.6,internal,Research & Dev,2022
TRN789423,EMP006470,Risk Management,technical,01 Apr 2022,13/04/2022,12,COMPLETED,42,118865.74,External,HR,2022
TRN512713,EMP018906,Cloud Computing Basics,Compliance,05-13-2023,,11,Dropped,66,42806.64,Online,human resources,
TRN691239,EMP009616,Presentation Skills,Compliance,2021/10/24,06 Nov 2021,13,Completed,81,39451.83,Internal,Human Resource,2021
TRN118605,EMP004501,Design Thinking,technical,2023-09-27,2023/09/28,1,in progress,,132376.24,EXTERNAL,Marketing,2023
TRN152658,EMP013514,Cloud Computing Basics,Compliance,2021/05/12,"May 23, 2021",11,Incomplete,65,112800.17,,Operatons,2021
TRN189691,EMP002356,Agile & Scrum,soft skills,2021-01-28,02-04-2021,7,Completed,,9786.54,internal,RnD,2021
TRN635567,EMP012021,Project Management,soft skills,2020-09-26,2020-09-27,1,Dropped,,34770.26,online,Humaan Resources,2020
TRN412375,EMP008153,Presentation Skills,Technical,2021/12/16,"December 18, 2021",2,Dropped,99,17633.58,online,engineering,2021
TRN822607,EMP019890,Emotional Intelligence,Leadership,01-29-2020,03/02/2020,5,COMPLETED,76,85613.01,online,operations,2020
TRN863088,EMP004944,Six Sigma Green Belt,Soft Skills,"March 15, 2020",28 Mar 2020,13,Dropped,40,35852.25,,Procurement,2020
TRN785733,EMP003519,Digital Transformation,Technical,"September 26, 2022",09-28-2022,2,in progress,70,131905.09,Online,Research and Development,2022
TRN822764,EMP015481,Customer Handling,technical,06 Apr 2021,"April 15, 2021",9,In Progress,63,14152.96,,Research & Dev,2021
TRN933364,EMP002629,HR Compliance,Compliance,30 Oct 2022,2022-11-12,13,Dropped,82,,internal,operations,2022
TRN955200,EMP012399,Leadership Fundamentals,Technical,2021-06-04,2021/06/09,5,Completed,,90092.93,internal,Engineering,2021
TRN384429,EMP002509,Conflict Resolution,TECHNICAL,"March 18, 2021",30 Mar 2021,12,Completed,56,89508.55,online,RnD,2021
TRN531411,EMP001258,Risk Management,Compliance,"May 03, 2020","May 15, 2020",12,In Progress,47,106198.54,online,Research and Development,2020
TRN410295,EMP016818,Data Analysis,Soft Skills,"December 26, 2023",2024-01-03,8,completed,64,100143.11,online,r&d,2023
TRN540138,EMP011608,Power BI Basics,Technical,2023-07-30,2023-08-11,12,in progress,85,53691.69,EXTERNAL,operations,2023
TRN854503,EMP007423,Cloud Computing Basics,N/A,"July 28, 2023",2023-08-03,6,Incomplete,48,21630.34,online,Customer Support,2023
TRN955922,EMP011360,Cloud Computing Basics,TECHNICAL,"January 12, 2022",2022/01/20,8,Dropped,96,126015.51,online,Finance,2022
TRN124988,EMP018576,Presentation Skills,soft skills,2022/07/25,2022/08/05,11,,42,40891.65,online,ENGINEERING,
TRN859449,EMP005288,Presentation Skills,Technical,2020/01/12,2020-01-13,1,,74,90772.32,,Eng,
TRN672424,EMP001911,digital transformation,TECHNICAL,24 May 2021,2021-06-07,14,completed,63,40859.27,External,Customer Support,2021
TRN928097,EMP002767,Customer Handling,technical,"April 04, 2021","April 17, 2021",13,In Progress,88,78208.53,Online,ADMIN,2021
TRN759062,EMP000874,SQL Essentials,N/A,04-01-2022,2022/04/03,2,COMPLETED,,92201.89,internal,Research & Dev,2022
TRN257695,EMP008639,Cloud Computing Basics,TECHNICAL,"January 09, 2022","January 12, 2022",3,in progress,73,68441.84,online,SALES,2022
TRN247867,EMP007190,Data Analysis,,2023/10/06,18/10/2023,12,COMPLETED,83,35542.57,Internal,Law,2023
TRN652138,EMP005715,Cybersecurity Awareness,Compliance,08/10/2020,10-16-2020,8,completed,76,43530.99,EXTERNAL,Ops,2020
TRN209059,EMP015815,Emotional Intelligence,soft skills,2024-03-04,2024/03/13,9,in progress,51,52503.31,Online,PROCUREMENT,2024
TRN760605,EMP019411,Financial Acumen,N/A,29 Aug 2020,"September 06, 2020",8 days,Dropped,62,48753.51,Online,Customer service,2020
TRN203374,EMP010212,Communication Skills,Compliance,"June 03, 2022",,6,completed,96,86272.46,Internal,Proc,2022
TRN511736,EMP017381,Data Analysis,technical,10-10-2021,"October 19, 2021",9,COMPLETED,93,85929.33,Internal,Administraton,2021
TRN543377,EMP016243,HR Compliance,,09/06/2020,2020/06/15,6,in progress,61,,EXTERNAL,Operatons,
TRN850581,EMP016997,Negotiation Skills,soft skills,2022/11/18,2022/11/29,11,completed,82,134551.04,Online,Information Technology,
TRN517802,EMP011334,Cloud Computing Basics,TECHNICAL,27/01/2020,03/02/2020,7,in progress,94,89647.86,,Legel,2020
TRN561814,EMP001104,Emotional Intelligence,soft skills,07-28-2022,08-07-2022,10,,61,,internal,Mktg,2022
TRN509341,EMP012293,HR Compliance,N/A,13 Sep 2022,2022/09/27,14,,65,81447.38,,Engineering,2022
TRN393583,EMP015476,Digital Transformation,Compliance,2020/09/21,2020-10-06,15,completed,,30173.12,Internal,Admin,2020
TRN751137,EMP014083,Communication Skills,TECHNICAL,"April 02, 2020",2020-04-14,12 days,Completed,47,20747.39,internal,H.R.,2020
TRN872971,EMP014709,Advanced Excel,Compliance,17 Nov 2022,"November 28, 2022",11,completed,77,39023.33,,Finance,2022
TRN954861,EMP019932,Digital Transformation,Compliance,2021-06-04,2021/06/08,4,,58,96508.75,EXTERNAL,Procurement,2021
TRN991954,EMP013214,Strategic Planning,N/A,"September 13, 2022",23/09/2022,10 days,,72,121927.13,External,Finance,2022
TRN486695,EMP007420,Strategic Planning,Technical,2023-12-30,11 Jan 2024,12,In Progress,76,42452.66,online,FINANCE,2023
TRN226438,EMP014389,Agile & Scrum,TECHNICAL,03/01/2024,2024/01/16,13,,91,7677.12,online,Customer service,2024
TRN964242,EMP014491,Time Management,Leadership,11-23-2020,11-25-2020,2,completed,46,65960.34,Online,Research and Development,2020
